Wavelength(nm),380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730
P1,0.0293,0.0647,0.1455,0.2562,0.3405,0.4111,0.4907,0.5565,0.5936,0.6137,0.6185,0.6095,0.5828,0.5326,0.4592,0.3725,0.283,0.1952,0.119,0.0677,0.0413,0.0295,0.0226,0.0191,0.0189,0.0203,0.0231,0.0286,0.0356,0.0386,0.0359,0.0316,0.0275,0.0266,0.0337,0.0529
P2,0.0486,0.081,0.149,0.2272,0.2691,0.2754,0.2618,0.2338,0.2002,0.1614,0.1195,0.0903,0.0686,0.0413,0.0211,0.0173,0.0194,0.0171,0.019,0.0518,0.1573,0.3287,0.4944,0.6183,0.6936,0.7332,0.7561,0.7693,0.7773,0.7796,0.777,0.7757,0.7788,0.7839,0.7899,0.7972
P3,0.0333,0.0321,0.034,0.0321,0.0269,0.0225,0.024,0.0246,0.0291,0.0687,0.1949,0.3725,0.5062,0.5868,0.6388,0.6743,0.6997,0.7156,0.7237,0.7329,0.7391,0.7459,0.7503,0.7541,0.7607,0.7704,0.7821,0.7897,0.7939,0.7932,0.7892,0.7882,0.7912,0.7954,0.8005,0.8064
P4,0.0101,0.0177,0.0563,0.1306,0.1866,0.2131,0.2231,0.2133,0.1885,0.1558,0.1181,0.0904,0.069,0.0419,0.0212,0.0151,0.0136,0.0094,0.0069,0.0095,0.017,0.0244,0.0265,0.0263,0.0273,0.0295,0.0329,0.0388,0.0463,0.0495,0.0464,0.0418,0.0374,0.0367,0.044,0.0636
P5,0.0099,0.01,0.015,0.0216,0.0221,0.0211,0.0239,0.0249,0.0295,0.0669,0.1778,0.3232,0.4107,0.4295,0.3994,0.3397,0.2669,0.1894,0.1198,0.0721,0.0468,0.0351,0.0281,0.0242,0.0241,0.0257,0.0288,0.0348,0.0421,0.0451,0.0422,0.0377,0.0334,0.0327,0.0403,0.0604
P6,0.01,0.0116,0.0172,0.0217,0.0202,0.0176,0.0173,0.0159,0.016,0.0256,0.0461,0.0608,0.0579,0.0391,0.0221,0.0188,0.0212,0.019,0.021,0.0542,0.1578,0.3238,0.4824,0.5995,0.6706,0.7107,0.736,0.7509,0.7592,0.7613,0.7588,0.7585,0.7628,0.7684,0.7739,0.7798
P7,0.0126,0.0188,0.0393,0.0604,0.0643,0.0632,0.0679,0.0671,0.0689,0.0956,0.1407,0.1674,0.1613,0.1254,0.086,0.0727,0.0709,0.0567,0.0458,0.0566,0.0805,0.0966,0.0979,0.0954,0.0975,0.1026,0.1109,0.1241,0.1388,0.1447,0.1389,0.13,0.1211,0.1193,0.1339,0.1682
P8,0.0583,0.1002,0.1844,0.2808,0.3432,0.376,0.3931,0.3898,0.3694,0.3368,0.294,0.2592,0.2273,0.1767,0.1261,0.1084,0.1062,0.0885,0.075,0.0897,0.1192,0.1381,0.1393,0.1361,0.1383,0.1442,0.1535,0.1683,0.1847,0.1912,0.1847,0.1745,0.1645,0.1621,0.1782,0.2148
P9,0.0497,0.0659,0.0939,0.1145,0.1146,0.1135,0.1245,0.1291,0.1414,0.2136,0.3619,0.5066,0.5787,0.5942,0.574,0.5277,0.4641,0.3868,0.3054,0.2387,0.1943,0.1688,0.1509,0.14,0.1397,0.1448,0.154,0.169,0.1856,0.192,0.1856,0.1754,0.165,0.1627,0.1793,0.2176
P10,0.0633,0.075,0.0984,0.1136,0.1114,0.1057,0.1088,0.1061,0.1069,0.1392,0.1918,0.2221,0.2169,0.1781,0.134,0.1236,0.1321,0.1241,0.1275,0.1982,0.3443,0.5087,0.6269,0.6962,0.7337,0.7549,0.77,0.7793,0.7848,0.7852,0.7814,0.7799,0.7824,0.7867,0.7924,0.7986
P11,0.24,0.3015,0.3823,0.4628,0.5142,0.5434,0.5609,0.5623,0.5506,0.5283,0.4968,0.47,0.443,0.3943,0.341,0.3196,0.3147,0.2899,0.2691,0.2875,0.3267,0.3544,0.3604,0.3592,0.363,0.3702,0.3814,0.397,0.4139,0.4197,0.4118,0.4008,0.3906,0.3889,0.4056,0.442
P12,0.2508,0.2749,0.3023,0.3226,0.3259,0.3235,0.3287,0.3256,0.3258,0.3571,0.4079,0.4409,0.4404,0.4058,0.3629,0.3522,0.3614,0.3523,0.3545,0.4222,0.5429,0.6584,0.7283,0.7646,0.7844,0.7968,0.8074,0.814,0.8185,0.8178,0.8134,0.8116,0.8138,0.8178,0.823,0.8299
P13,0.1397,0.1727,0.2142,0.2486,0.2592,0.2612,0.2722,0.2735,0.2773,0.3159,0.3735,0.4067,0.403,0.3635,0.3137,0.2941,0.2906,0.2658,0.2452,0.2648,0.3048,0.3316,0.3361,0.3339,0.3379,0.3459,0.3577,0.3746,0.3926,0.399,0.391,0.3798,0.3695,0.3678,0.3857,0.4245
P14,0.22,0.2549,0.2903,0.3166,0.3237,0.3271,0.3433,0.3517,0.3658,0.4335,0.5538,0.6576,0.7057,0.7175,0.7084,0.682,0.6416,0.5861,0.5212,0.4647,0.4232,0.3977,0.3787,0.367,0.3671,0.3731,0.384,0.3999,0.4168,0.4225,0.4146,0.404,0.3937,0.3918,0.4092,0.4466
