Wavelength(nm),380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730
P1,0.0342,0.066,0.1467,0.2578,0.3426,0.4132,0.4919,0.557,0.5955,0.6167,0.6215,0.6123,0.5858,0.5362,0.4636,0.3769,0.287,0.1983,0.1214,0.0697,0.043,0.0309,0.024,0.0203,0.0202,0.0215,0.0244,0.03,0.0372,0.0402,0.0375,0.0329,0.0288,0.028,0.0353,0.0548
P2,0.0506,0.0816,0.1508,0.229,0.2722,0.2786,0.2643,0.2363,0.2027,0.1638,0.1213,0.0917,0.0699,0.0423,0.0218,0.018,0.0201,0.0178,0.0197,0.0534,0.161,0.3342,0.5011,0.6255,0.7006,0.74,0.7626,0.7755,0.7835,0.7856,0.783,0.7816,0.7845,0.7894,0.7941,0.8002
P3,0.0346,0.0325,0.0335,0.0312,0.0259,0.0224,0.0236,0.024,0.0289,0.0693,0.1967,0.3753,0.5091,0.5905,0.6436,0.6798,0.7053,0.7209,0.7282,0.7373,0.7436,0.751,0.7557,0.7593,0.7657,0.7753,0.7863,0.7937,0.7978,0.7967,0.7929,0.7919,0.7945,0.7985,0.8023,0.8066
P4,0.0093,0.0171,0.0567,0.1322,0.1888,0.215,0.2246,0.2147,0.1903,0.1576,0.1195,0.0916,0.07,0.0425,0.0214,0.0154,0.0138,0.0095,0.007,0.0096,0.0173,0.0249,0.027,0.0267,0.0278,0.0299,0.0334,0.0395,0.0469,0.0498,0.0471,0.0425,0.0379,0.037,0.0444,0.0645
P5,0.0089,0.0089,0.0144,0.0212,0.022,0.021,0.0239,0.0253,0.0299,0.0679,0.1803,0.3263,0.4138,0.4326,0.4026,0.3425,0.2691,0.1908,0.1206,0.0726,0.0473,0.0356,0.0285,0.0245,0.0244,0.0261,0.0293,0.0352,0.0424,0.0456,0.0425,0.0379,0.0337,0.033,0.0408,0.0609
P6,0.011,0.0106,0.0158,0.0213,0.0201,0.0175,0.0173,0.016,0.0163,0.0262,0.0471,0.0617,0.0585,0.0395,0.0223,0.0192,0.0217,0.0193,0.0214,0.0554,0.1607,0.3281,0.4878,0.6052,0.6763,0.7161,0.7409,0.7555,0.7639,0.7656,0.7634,0.7627,0.7664,0.7717,0.7764,0.781
P7,0.0133,0.0196,0.0398,0.0605,0.0653,0.0637,0.0684,0.0678,0.0695,0.0964,0.1419,0.1685,0.1619,0.1258,0.0862,0.0731,0.0713,0.0568,0.046,0.0571,0.081,0.0973,0.0987,0.0961,0.0982,0.1035,0.1116,0.1247,0.1396,0.1453,0.1397,0.1306,0.1217,0.1198,0.1342,0.1684
P8,0.0567,0.0992,0.1842,0.2831,0.3468,0.3795,0.3958,0.3918,0.3724,0.3396,0.2964,0.261,0.2285,0.1772,0.1265,0.1091,0.1067,0.0886,0.075,0.09,0.1198,0.1389,0.1401,0.1369,0.1391,0.145,0.1543,0.1691,0.1854,0.1918,0.1854,0.1751,0.165,0.1628,0.1784,0.2153
P9,0.0487,0.0673,0.095,0.1157,0.1167,0.1148,0.1256,0.1303,0.1428,0.2166,0.3667,0.5116,0.5831,0.5989,0.5792,0.5324,0.4678,0.3894,0.3071,0.2397,0.1953,0.1699,0.1517,0.1409,0.1406,0.1456,0.1547,0.1699,0.1867,0.1929,0.1864,0.1762,0.1657,0.1635,0.18,0.2185
P10,0.0606,0.0743,0.0986,0.1146,0.1121,0.1068,0.1097,0.1065,0.1079,0.1408,0.1936,0.2236,0.2178,0.1784,0.1342,0.1241,0.1327,0.1242,0.1278,0.1995,0.347,0.5128,0.6316,0.7009,0.738,0.7588,0.7733,0.7822,0.7878,0.7877,0.7841,0.7822,0.7846,0.7886,0.7925,0.7976
P11,0.2444,0.3054,0.3872,0.4679,0.5203,0.5496,0.5661,0.5667,0.5559,0.5339,0.5018,0.4745,0.4469,0.3982,0.3452,0.3239,0.3189,0.2936,0.2727,0.2916,0.3314,0.3594,0.3652,0.3639,0.3675,0.3747,0.3855,0.4011,0.4178,0.4232,0.4153,0.4044,0.3943,0.3922,0.4079,0.4441
P12,0.2516,0.2761,0.3044,0.3251,0.3294,0.3268,0.3318,0.3287,0.3291,0.3617,0.4132,0.4459,0.4449,0.4102,0.3676,0.3573,0.3664,0.3569,0.359,0.4275,0.5488,0.6646,0.7344,0.7703,0.7898,0.8019,0.8119,0.8181,0.8221,0.8214,0.8171,0.8149,0.817,0.8205,0.8241,0.8295
P13,0.1415,0.1755,0.2171,0.251,0.2625,0.2652,0.276,0.2771,0.2815,0.3209,0.3786,0.4109,0.4063,0.3664,0.3164,0.2971,0.2935,0.2685,0.2475,0.2677,0.3082,0.3356,0.3401,0.3379,0.3417,0.3496,0.3613,0.378,0.3959,0.402,0.394,0.3827,0.3722,0.3704,0.3878,0.4262
P14,0.2264,0.2585,0.2941,0.3207,0.3283,0.3318,0.3479,0.3561,0.3715,0.4401,0.5609,0.6645,0.712,0.7239,0.7154,0.6891,0.6481,0.5917,0.5258,0.4689,0.4277,0.4024,0.3834,0.3717,0.3716,0.3774,0.3881,0.4038,0.4205,0.4259,0.4181,0.4072,0.3969,0.3946,0.4112,0.4482
P15,0.459,0.52,0.5848,0.6464,0.6856,0.7069,0.7198,0.7231,0.7201,0.7106,0.6957,0.6829,0.6679,0.6386,0.6046,0.5878,0.5801,0.5568,0.5348,0.5452,0.5753,0.6008,0.6094,0.6113,0.6155,0.6215,0.6304,0.6411,0.6523,0.6548,0.6477,0.64,0.6341,0.6335,0.6444,0.668
P16,0.4438,0.4848,0.5237,0.5585,0.5751,0.5844,0.5995,0.6078,0.6192,0.659,0.7262,0.7824,0.8074,0.8143,0.8121,0.8003,0.7804,0.7504,0.7116,0.6785,0.6525,0.6362,0.6234,0.6156,0.616,0.6209,0.6296,0.6407,0.6519,0.6546,0.6478,0.6398,0.6334,0.6324,0.6438,0.6685
P17,0.4678,0.4991,0.5292,0.5555,0.568,0.571,0.5764,0.5745,0.5749,0.5952,0.6306,0.6574,0.6611,0.6418,0.6167,0.6104,0.6163,0.6092,0.6081,0.6496,0.7177,0.7775,0.81,0.826,0.8356,0.8426,0.8498,0.8539,0.8571,0.856,0.8516,0.8492,0.8508,0.8537,0.8574,0.8628
P18,0.0059,0.0068,0.0099,0.0147,0.0186,0.0211,0.0236,0.0257,0.0269,0.0277,0.0284,0.0288,0.0285,0.0276,0.0256,0.0224,0.0183,0.0136,0.0093,0.0066,0.0053,0.0047,0.0045,0.0043,0.0043,0.0044,0.0045,0.0047,0.0049,0.0051,0.005,0.0048,0.0049,0.0052,0.0057,0.0074
P19,0.0082,0.0079,0.0107,0.0148,0.0174,0.0179,0.0168,0.0159,0.0143,0.0125,0.0105,0.0089,0.0078,0.0064,0.0054,0.0054,0.0054,0.0053,0.0058,0.0077,0.012,0.0171,0.0202,0.0215,0.0224,0.0234,0.0245,0.0258,0.0269,0.0273,0.0269,0.0266,0.0266,0.0275,0.0298,0.0334
P20,0.0063,0.0054,0.0061,0.0073,0.0069,0.0066,0.0067,0.007,0.0078,0.0103,0.0154,0.0209,0.0239,0.0254,0.0263,0.0267,0.0267,0.026,0.0245,0.0229,0.0213,0.0203,0.0196,0.019,0.0192,0.0198,0.0207,0.022,0.0231,0.0233,0.023,0.0231,0.0232,0.0238,0.0259,0.029
P21,0.0071,0.0076,0.0107,0.0151,0.0177,0.0193,0.0201,0.0199,0.0196,0.0188,0.0175,0.0164,0.0152,0.0129,0.0106,0.0098,0.0094,0.0084,0.0076,0.008,0.0089,0.0095,0.0094,0.0092,0.0093,0.0096,0.01,0.011,0.012,0.0123,0.012,0.0115,0.0112,0.0115,0.0131,0.0161
P22,0.0078,0.0063,0.008,0.0099,0.01,0.01,0.0105,0.0109,0.0118,0.0149,0.0197,0.0236,0.0253,0.0259,0.0258,0.0246,0.0228,0.0201,0.0166,0.0134,0.0112,0.0099,0.0091,0.0087,0.0088,0.009,0.0095,0.0103,0.0112,0.0115,0.0113,0.011,0.0106,0.0111,0.0123,0.0156
P23,0.0058,0.0065,0.0087,0.0099,0.0101,0.0099,0.0102,0.0102,0.0106,0.012,0.0142,0.0156,0.0152,0.0135,0.0116,0.0111,0.0113,0.0108,0.0107,0.0127,0.0164,0.0194,0.0203,0.0205,0.021,0.0218,0.0228,0.024,0.0251,0.0257,0.0254,0.0253,0.0251,0.0259,0.0281,0.0316
P24,0.0075,0.0075,0.0096,0.0114,0.0126,0.013,0.0134,0.0133,0.0139,0.0156,0.0176,0.0187,0.0185,0.0174,0.0157,0.015,0.0145,0.0133,0.0121,0.0121,0.0128,0.0131,0.0128,0.0124,0.0126,0.013,0.0138,0.0148,0.016,0.0163,0.0159,0.0156,0.0154,0.0157,0.0177,0.0209
P25,0.0091,0.0097,0.0126,0.0159,0.0177,0.0189,0.02,0.021,0.0215,0.0224,0.023,0.0235,0.0242,0.0246,0.0248,0.0248,0.0244,0.0236,0.022,0.0202,0.0187,0.0175,0.0166,0.0161,0.0164,0.0169,0.0179,0.0191,0.0201,0.0207,0.0205,0.0203,0.0203,0.021,0.023,0.026
P26,0.704,0.7396,0.7733,0.8126,0.8369,0.8476,0.8545,0.8586,0.8626,0.8659,0.87,0.8746,0.8764,0.8758,0.8766,0.8756,0.8742,0.8706,0.8644,0.8634,0.8603,0.8588,0.8572,0.8571,0.8595,0.8631,0.8685,0.8715,0.8742,0.8728,0.8681,0.8653,0.8664,0.8692,0.8729,0.879
