Wavelength(nm),380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730
P1,0.03,0.0641,0.1448,0.2563,0.3417,0.4126,0.4925,0.5586,0.5964,0.6168,0.6215,0.6125,0.5857,0.5353,0.4616,0.3746,0.2847,0.1963,0.1197,0.0683,0.0419,0.03,0.023,0.0194,0.0193,0.0206,0.0233,0.0288,0.0359,0.0391,0.0364,0.032,0.0279,0.0269,0.034,0.0532
P2,0.049,0.0801,0.1488,0.227,0.2702,0.2769,0.2632,0.2354,0.2018,0.163,0.1208,0.0913,0.0698,0.0421,0.0216,0.0179,0.0199,0.0176,0.0194,0.0526,0.1588,0.3304,0.4962,0.6203,0.6951,0.7345,0.7572,0.7699,0.7778,0.7801,0.7771,0.7756,0.7786,0.7836,0.7893,0.7951
P3,0.0341,0.0318,0.0338,0.0324,0.0266,0.0229,0.0243,0.0248,0.0292,0.0694,0.1963,0.3746,0.5083,0.5892,0.6415,0.677,0.7023,0.7183,0.7261,0.735,0.7411,0.7478,0.7525,0.7559,0.7623,0.7718,0.7834,0.7909,0.795,0.794,0.7899,0.7886,0.7915,0.7954,0.8001,0.8053
P4,0.0078,0.0163,0.056,0.1322,0.1885,0.2148,0.2248,0.2151,0.1906,0.1578,0.1196,0.0918,0.0702,0.0427,0.0213,0.0151,0.0138,0.0095,0.007,0.0098,0.0173,0.025,0.027,0.0269,0.0279,0.03,0.0335,0.0395,0.047,0.0503,0.0473,0.0425,0.0377,0.037,0.0446,0.0644
P5,0.0078,0.0103,0.015,0.0222,0.0227,0.0212,0.024,0.0253,0.0304,0.0679,0.1797,0.3256,0.4132,0.4319,0.4014,0.3415,0.2683,0.1904,0.1204,0.0725,0.0472,0.0355,0.0285,0.0246,0.0244,0.0261,0.0292,0.035,0.0424,0.0455,0.0427,0.038,0.0337,0.033,0.0407,0.061
P6,0.0107,0.011,0.0154,0.0211,0.0202,0.017,0.0169,0.016,0.016,0.0257,0.0465,0.0614,0.0583,0.0395,0.0224,0.0191,0.0215,0.0193,0.0213,0.0549,0.1593,0.3259,0.4852,0.6024,0.6737,0.7136,0.7386,0.7533,0.7617,0.7634,0.7609,0.7606,0.7645,0.7697,0.7751,0.7805
P7,0.0102,0.0186,0.0395,0.0609,0.0655,0.0638,0.0684,0.0679,0.0696,0.0963,0.1414,0.168,0.1616,0.1256,0.086,0.0727,0.071,0.0568,0.046,0.0569,0.0809,0.0973,0.0986,0.0962,0.0983,0.1036,0.1117,0.1249,0.1395,0.1454,0.1398,0.1307,0.1215,0.1196,0.134,0.1685
P8,0.0579,0.1007,0.1847,0.2828,0.3451,0.3779,0.3949,0.3915,0.3716,0.3389,0.2958,0.2605,0.2285,0.1774,0.1266,0.1089,0.1068,0.0889,0.0753,0.0901,0.1197,0.1385,0.1397,0.1365,0.1387,0.1445,0.1538,0.1685,0.1849,0.1913,0.1849,0.1746,0.1646,0.1623,0.1782,0.2152
P9,0.049,0.0652,0.095,0.1159,0.1165,0.1149,0.1255,0.1306,0.1427,0.2154,0.3647,0.5095,0.5813,0.5968,0.5765,0.5303,0.4665,0.3889,0.3073,0.2403,0.196,0.1704,0.1523,0.1415,0.1412,0.1462,0.1554,0.1704,0.1871,0.1935,0.1868,0.1767,0.1663,0.1638,0.1802,0.2184
